"Date","Price","Open","High","Low","Vol.","Change %"
"06/09/2024","2.87","2.87","2.87","2.87","0.02K","0.00%"
"05/09/2024","2.87","2.87","2.87","2.87","0.81K","0.00%"
"04/09/2024","2.87","2.87","2.87","2.82","1.16K","1.77%"
"03/09/2024","2.82","2.89","2.89","2.82","0.72K","-1.05%"
"02/09/2024","2.85","2.87","2.88","2.85","0.73K","-0.70%"
"30/08/2024","2.87","2.82","2.87","2.82","3.20K","0.70%"
"29/08/2024","2.85","2.82","2.85","2.82","2.33K","-0.70%"
"28/08/2024","2.87","2.93","2.93","2.83","5.39K","-2.05%"
"27/08/2024","2.93","2.93","2.93","2.93","0.00K","0.00%"
"26/08/2024","2.93","2.93","2.93","2.93","0.00K","0.00%"
"23/08/2024","2.93","2.93","2.93","2.93","0.01K","0.00%"
"22/08/2024","2.93","2.91","2.93","2.91","3.23K","0.69%"
"21/08/2024","2.91","2.91","2.91","2.91","0.00K","0.00%"
"20/08/2024","2.91","2.93","2.93","2.91","0.02K","-0.34%"
"19/08/2024","2.92","2.89","2.92","2.83","6.95K","2.46%"
"16/08/2024","2.85","2.89","2.89","2.83","0.90K","-1.38%"
"14/08/2024","2.89","2.89","2.89","2.89","0.00K","0.00%"
"13/08/2024","2.89","2.89","2.89","2.89","0.00K","0.00%"
"12/08/2024","2.89","2.89","2.89","2.88","0.13K","0.00%"
"09/08/2024","2.89","2.89","2.89","2.89","0.00K","0.00%"
"08/08/2024","2.89","2.89","2.89","2.89","0.01K","0.00%"
"07/08/2024","2.89","2.89","2.89","2.81","5.55K","2.48%"
"06/08/2024","2.82","2.93","2.93","2.81","6.20K","-1.74%"
"05/08/2024","2.87","2.86","2.87","2.80","7.57K","-2.71%"
"02/08/2024","2.95","3.04","3.04","2.81","15.13K","-2.96%"
"01/08/2024","3.04","3.00","3.04","2.95","4.54K","1.67%"
"31/07/2024","2.99","3.00","3.00","2.99","3.67K","-1.97%"
"30/07/2024","3.05","3.05","3.05","3.05","0.10K","0.00%"
"29/07/2024","3.05","3.05","3.05","3.05","1.35K","0.33%"
"26/07/2024","3.04","3.05","3.05","2.99","0.63K","0.00%"
"25/07/2024","3.04","3.05","3.05","3.00","2.61K","-0.33%"
"24/07/2024","3.05","3.05","3.05","3.05","0.00K","0.00%"
"23/07/2024","3.05","3.05","3.05","3.00","2.34K","1.33%"
"22/07/2024","3.01","3.05","3.05","3.00","4.59K","-1.31%"
"19/07/2024","3.05","3.08","3.08","3.02","1.38K","-0.97%"
"18/07/2024","3.08","3.02","3.08","3.02","0.76K","1.99%"
"17/07/2024","3.02","3.05","3.05","3.02","1.44K","-0.66%"
"16/07/2024","3.04","3.05","3.05","3.04","6.16K","-0.33%"
"15/07/2024","3.05","3.10","3.10","3.05","2.94K","-0.33%"
"12/07/2024","3.06","3.10","3.10","3.06","7.75K","-0.97%"
"11/07/2024","3.09","3.14","3.14","3.09","0.17K","-1.90%"
"10/07/2024","3.15","3.13","3.15","3.13","4.40K","0.64%"
"09/07/2024","3.13","3.17","3.17","3.10","10.43K","-0.95%"
"08/07/2024","3.16","3.12","3.16","3.12","1.05K","-0.32%"
"05/07/2024","3.17","3.19","3.19","3.11","0.79K","-0.63%"
"04/07/2024","3.19","3.18","3.19","3.11","0.70K","0.31%"
"03/07/2024","3.18","3.10","3.18","3.10","9.70K","2.58%"
"02/07/2024","3.10","3.03","3.12","3.03","9.65K","-0.96%"
"01/07/2024","3.13","3.10","3.13","3.08","1.59K","0.00%"
"28/06/2024","3.13","3.10","3.13","3.10","0.02K","0.00%"
"27/06/2024","3.13","3.18","3.18","3.08","3.14K","-1.57%"
"26/06/2024","3.18","3.18","3.18","3.09","2.48K","0.00%"
"25/06/2024","3.18","3.19","3.19","3.13","0.59K","-0.31%"
"24/06/2024","3.19","3.19","3.19","3.14","0.42K","0.00%"
"21/06/2024","3.19","3.17","3.19","3.14","10.17K","0.95%"
"20/06/2024","3.16","3.16","3.16","3.16","0.58K","-0.32%"
"19/06/2024","3.17","3.14","3.17","3.14","4.26K","0.00%"
"18/06/2024","3.17","3.19","3.19","3.09","6.77K","-0.94%"
"17/06/2024","3.20","3.20","3.20","3.20","0.01K","0.00%"
"14/06/2024","3.20","3.20","3.20","3.12","6.83K","0.00%"
"13/06/2024","3.20","3.10","3.20","3.10","5.05K","1.27%"
"12/06/2024","3.16","3.11","3.16","3.09","7.47K","0.32%"
"11/06/2024","3.15","3.25","3.25","3.14","5.62K","-2.78%"
"10/06/2024","3.24","3.16","3.26","3.16","6.66K","1.25%"
"07/06/2024","3.20","3.16","3.20","3.14","1.25K","0.63%"
"06/06/2024","3.18","3.19","3.20","3.18","1.13K","-0.62%"
"05/06/2024","3.20","3.18","3.20","3.18","2.01K","0.31%"
"04/06/2024","3.19","3.16","3.19","3.11","3.15K","0.95%"
"03/06/2024","3.16","3.18","3.18","3.11","1.45K","-0.63%"
"31/05/2024","3.18","3.13","3.18","3.06","11.30K","0.95%"
"29/05/2024","3.15","3.24","3.25","3.15","10.88K","-4.55%"
"28/05/2024","3.30","3.30","3.30","3.30","0.00K","0.00%"
"27/05/2024","3.30","3.30","3.30","3.24","3.81K","0.00%"
"24/05/2024","3.30","3.31","3.31","3.24","12.39K","-0.30%"
"23/05/2024","3.31","3.30","3.31","3.22","13.25K","0.00%"
"22/05/2024","3.31","3.20","3.34","3.19","34.69K","3.44%"
"21/05/2024","3.20","3.19","3.20","3.19","10.66K","-0.31%"
"20/05/2024","3.21","3.16","3.21","3.15","7.38K","0.94%"
"17/05/2024","3.18","3.19","3.19","3.12","13.17K","0.00%"
"16/05/2024","3.18","3.16","3.18","3.13","7.65K","0.63%"
"15/05/2024","3.16","3.15","3.16","3.13","1.17K","0.32%"
"14/05/2024","3.15","3.09","3.15","3.07","11.19K","1.94%"
"13/05/2024","3.09","3.10","3.10","3.06","1.30K","-0.32%"
"10/05/2024","3.10","3.12","3.12","3.07","3.36K","-0.64%"
"09/05/2024","3.12","3.07","3.12","3.07","1.03K","1.63%"
