"Date","Price","Open","High","Low","Vol.","Change %"
"03/08/2017","17.90","17.99","17.99","17.80","2.24K","0.00%"
"02/08/2017","17.90","17.40","17.90","17.40","0.30K","1.13%"
"01/08/2017","17.70","17.51","17.70","17.51","2.24K","1.14%"
"31/07/2017","17.50","17.50","17.50","17.50","1.62K","0.00%"
"28/07/2017","17.50","17.50","17.50","17.50","0.39K","0.00%"
"27/07/2017","17.50","17.60","17.60","17.50","0.13K","0.00%"
"26/07/2017","17.50","17.61","17.61","17.05","0.37K","-0.62%"
"25/07/2017","17.61","17.71","17.71","17.02","1.43K","-0.56%"
"24/07/2017","17.71","17.80","17.80","17.71","0.10K","-3.17%"
"21/07/2017","18.29","18.29","18.29","18.29","0.28K","-0.38%"
"19/07/2017","18.36","18.20","18.36","17.61","0.24K","-0.76%"
"18/07/2017","18.50","18.05","18.50","17.65","1.23K","2.49%"
"17/07/2017","18.05","17.00","18.05","17.00","1.37K","6.18%"
"14/07/2017","17.00","17.30","17.30","16.60","0.19K","-1.85%"
"13/07/2017","17.32","16.20","17.32","16.20","0.71K","1.88%"
"12/07/2017","17.00","16.58","17.00","15.82","1.05K","-1.85%"
"11/07/2017","17.32","16.81","17.32","16.50","2.30K","0.06%"
"10/07/2017","17.31","17.50","17.50","16.86","1.95K","-1.09%"
"07/07/2017","17.50","17.65","17.65","17.50","0.47K","-5.41%"
"05/07/2017","18.50","17.80","18.50","17.65","0.27K","0.00%"
"04/07/2017","18.50","17.20","18.50","17.20","2.60K","3.35%"
"03/07/2017","17.90","18.55","18.99","17.90","1.34K","-5.29%"
"30/06/2017","18.90","18.30","18.90","18.30","0.16K","-0.53%"
"28/06/2017","19.00","19.00","19.00","18.98","2.21K","0.00%"
"27/06/2017","19.00","18.30","19.00","18.30","4.50K","2.70%"
"26/06/2017","18.50","17.89","18.50","17.22","45.97K","3.64%"
"23/06/2017","17.85","17.35","17.94","17.10","58.39K","3.78%"
"22/06/2017","17.20","15.95","17.50","15.90","14.13K","10.97%"
"21/06/2017","15.50","15.50","15.95","15.50","1.85K","3.47%"
"20/06/2017","14.98","14.98","15.32","14.98","15.25K","-0.13%"
"19/06/2017","15.00","14.88","15.11","14.88","12.99K","0.81%"
"16/06/2017","14.88","14.90","14.90","14.88","0.18K","-0.13%"
"14/06/2017","14.90","14.45","14.90","14.45","0.09K","0.00%"
"13/06/2017","14.90","14.53","14.90","14.50","0.39K","-0.67%"
"12/06/2017","15.00","14.99","15.00","14.99","0.87K","0.07%"
"09/06/2017","14.99","14.99","14.99","14.44","0.22K","0.00%"
"07/06/2017","14.99","14.99","14.99","14.99","0.20K","0.00%"
"06/06/2017","14.99","14.61","14.99","14.61","0.35K","-0.66%"
"02/06/2017","15.09","15.09","15.09","15.09","0.09K","0.20%"
"01/06/2017","15.06","14.61","15.06","14.61","0.12K","-0.20%"
"31/05/2017","15.09","15.09","15.09","15.09","0.05K","-0.13%"
"29/05/2017","15.11","14.71","15.11","14.61","1.09K","-0.72%"
"25/05/2017","15.22","15.05","15.22","15.00","3.18K","1.33%"
"24/05/2017","15.02","15.02","15.02","15.02","0.10K","-4.51%"
"23/05/2017","15.73","15.06","15.73","15.05","0.21K","4.66%"
"22/05/2017","15.03","15.40","16.16","15.02","0.74K","-6.99%"
"19/05/2017","16.16","14.80","16.16","14.80","2.81K","1.38%"
"18/05/2017","15.94","15.52","15.94","15.50","0.64K","-0.38%"
"17/05/2017","16.00","15.71","16.00","15.55","0.64K","-1.78%"
"12/05/2017","16.29","16.25","16.29","16.25","0.83K","0.06%"
"11/05/2017","16.28","16.28","16.28","16.28","0.13K","0.87%"
"10/05/2017","16.14","15.81","16.14","15.80","0.30K","1.96%"
"09/05/2017","15.83","16.09","16.16","15.83","0.97K","-0.75%"
"08/05/2017","15.95","15.30","15.95","14.80","1.91K","1.59%"
"05/05/2017","15.70","15.80","16.45","15.70","0.39K","-4.68%"
"02/05/2017","16.47","16.60","16.60","15.71","2.38K","-5.13%"
"28/04/2017","17.36","16.70","17.36","16.60","0.31K","2.12%"
"26/04/2017","17.00","17.00","17.00","17.00","0.12K","-2.19%"
"24/04/2017","17.38","16.90","17.38","16.71","0.76K","3.08%"
"21/04/2017","16.86","17.30","17.37","16.86","0.12K","-2.94%"
"13/04/2017","17.37","16.71","17.37","16.62","0.50K","-0.12%"
"12/04/2017","17.39","17.39","17.39","17.39","0.08K","0.52%"
"11/04/2017","17.30","17.80","17.80","17.30","0.45K","-3.57%"
"10/04/2017","17.94","17.42","17.94","17.40","1.28K","3.10%"
"07/04/2017","17.40","17.40","17.40","17.40","0.18K","-0.11%"
"06/04/2017","17.42","16.69","17.42","15.92","0.96K","1.81%"
"05/04/2017","17.11","17.11","17.11","16.30","0.76K","-0.52%"
"04/04/2017","17.20","17.21","17.21","16.40","0.58K","0.00%"
"03/04/2017","17.20","17.10","17.20","17.10","0.41K","0.17%"
"31/03/2017","17.17","16.40","17.17","16.40","0.35K","2.20%"
"30/03/2017","16.80","16.80","16.80","16.80","0.18K","-0.59%"
"29/03/2017","16.90","16.90","16.90","16.90","0.21K","-0.59%"
"28/03/2017","17.00","15.70","17.00","15.70","3.78K","3.16%"
"27/03/2017","16.48","17.00","17.00","16.40","0.85K","-3.06%"
"23/03/2017","17.00","17.20","17.25","17.00","3.47K","0.00%"
"20/03/2017","17.00","17.12","17.12","16.50","0.93K","-0.53%"
"17/03/2017","17.09","17.00","17.09","17.00","0.05K","0.53%"
"15/03/2017","17.00","17.00","17.09","17.00","0.51K","0.00%"
"14/03/2017","17.00","17.00","17.09","17.00","1.29K","1.19%"
"13/03/2017","16.80","16.19","16.80","16.19","3.58K","3.77%"
"10/03/2017","16.19","15.85","16.20","15.85","3.26K","1.57%"
"09/03/2017","15.94","15.10","15.95","15.10","2.68K","3.51%"
"08/03/2017","15.40","15.00","15.40","15.00","8.02K","0.65%"
"07/03/2017","15.30","15.00","15.30","15.00","9.02K","-1.48%"
"06/03/2017","15.53","15.64","15.64","14.86","1.11K","-0.45%"
"03/03/2017","15.60","15.49","15.60","15.49","4.15K","4.35%"
"02/03/2017","14.95","15.32","15.35","14.95","1.80K","-2.29%"
"01/03/2017","15.30","14.86","15.30","14.84","4.73K","2.00%"
"28/02/2017","15.00","14.65","15.32","14.65","0.60K","-1.96%"
"27/02/2017","15.30","15.11","15.30","15.10","1.76K","2.62%"
"24/02/2017","14.91","15.06","15.69","14.90","3.43K","-1.00%"
"22/02/2017","15.06","14.60","15.06","14.55","2.12K","0.20%"
"21/02/2017","15.03","14.80","15.10","14.80","5.11K","1.55%"
"20/02/2017","14.80","14.52","14.80","14.26","0.36K","-0.27%"
"17/02/2017","14.84","14.53","14.84","14.53","0.15K","0.27%"
"16/02/2017","14.80","14.80","14.80","14.80","0.20K","0.00%"
"15/02/2017","14.80","14.52","14.80","14.52","1.18K","0.34%"
"14/02/2017","14.75","14.75","14.75","14.75","1.20K","1.65%"
"13/02/2017","14.51","14.44","14.77","14.44","1.95K","1.82%"
"10/02/2017","14.25","14.18","14.25","14.18","1.58K","0.49%"
"09/02/2017","14.18","14.00","14.18","14.00","0.21K","-0.14%"
"07/02/2017","14.20","14.20","14.20","14.20","0.15K","0.00%"
"06/02/2017","14.20","14.20","14.20","14.20","0.06K","-0.07%"
"01/02/2017","14.21","14.21","14.21","14.21","0.10K","0.07%"
"27/01/2017","14.20","14.00","14.20","13.80","0.10K","-0.35%"
