measure,N_firms,mean_delta,median_delta,t_stat,t_p,wilcoxon_p
amihud,20,-1.1068372890191408e-06,-3.1679767492394736e-07,-0.8929447067661649,0.38305751584487846,0.2942523956298828
cs_spread,16,-0.06257184408376451,-0.02702533652868247,-2.0281842457735593,0.06068573628265384,0.013092041015625
